imdb id,Unemployment_Rate,US CPI: All items,US CPI: All Items (1967=100),GDP_deflator,US Real GDP 2,US Real GDP 1,US Real GDP: Personal Consumption Expenditures,US Nominal GDP: Gross Domestic Product,US Nominal GDP: Personal Consumption Expenditures,House_Price_Index,China Personal Expense: All Households,China Personal Expense: Rural Households,China Personal Expense: Urban Households,Gini: Gini Coefficient,Gini: White Alone,World CPI 2,rev_ppi_log,budget_ppi_log
tt0087332,3,4,4,0,4,4,4,4,4,0,0,0,0,0,0,4,2,2
tt0087538,3,4,4,0,4,4,4,4,4,0,0,0,0,0,0,4,2,1
tt0087843,3,4,4,0,4,4,4,4,4,0,0,0,0,0,0,4,1,2
tt0087363,3,4,4,0,4,4,4,4,4,0,0,0,0,0,0,4,2,1
tt0087078,3,4,4,0,4,4,4,4,4,0,0,0,0,0,0,4,2,2
tt0088170,3,4,4,0,4,4,4,4,4,0,0,0,0,0,0,4,2,2
tt0088286,3,4,4,0,4,4,4,4,4,0,0,0,0,0,0,4,2,1
tt0088194,3,4,4,0,4,4,4,4,4,0,0,0,0,0,0,4,1,1
tt0087032,3,4,4,0,4,4,4,4,4,0,0,0,0,0,0,4,2,2
tt0088001,3,4,4,0,4,4,4,4,4,0,0,0,0,0,0,4,2,2
tt0087932,3,4,4,0,4,4,4,4,4,0,0,0,0,0,0,4,1,1
tt0086946,3,4,4,0,4,4,4,4,4,0,0,0,0,0,0,4,2,1
tt0087469,3,4,4,0,4,4,4,4,4,0,0,0,0,0,0,4,2,2
tt0088128,3,4,4,0,4,4,4,4,4,0,0,0,0,0,0,4,2,1
tt0086993,3,4,4,0,4,4,4,4,4,0,0,0,0,0,0,4,1,2
tt0087781,3,4,4,0,4,4,4,4,4,0,0,0,0,0,0,4,2,2
tt0087262,3,4,4,0,4,4,4,4,4,0,0,0,0,0,0,4,2,1
tt0087260,3,4,4,0,4,4,4,4,4,0,0,0,0,0,0,4,0,1
tt0087298,3,4,4,0,4,4,4,4,4,0,0,0,0,0,0,4,2,0
tt0088213,3,4,4,0,4,4,4,4,4,0,0,0,0,0,0,4,1,1
tt0087747,3,4,4,0,4,4,4,4,4,0,0,0,0,0,0,4,2,1
tt0085871,3,4,4,0,4,4,4,4,4,0,0,0,0,0,0,4,1,0
tt0088323,3,4,4,0,3,4,4,4,3,0,0,0,0,0,0,4,2,2
tt0087597,3,4,4,0,3,4,4,4,3,0,0,0,0,0,0,4,2,1
tt0087957,3,4,4,0,3,4,4,4,3,0,0,0,0,0,0,4,2,1
tt0086955,3,4,4,0,3,4,4,4,3,0,0,0,0,0,0,4,2,2
tt0087884,3,4,4,0,3,4,4,4,3,0,0,0,0,0,0,4,1,0
tt0087222,3,4,4,0,3,4,4,4,3,0,0,0,0,0,0,4,1,0
tt0086879,3,4,4,0,3,4,4,4,3,0,0,0,0,0,0,4,2,2
tt0087482,3,4,4,0,3,4,4,4,3,0,0,0,0,0,0,4,1,1
tt0088000,3,4,4,0,3,4,4,4,3,0,0,0,0,0,0,4,2,1
tt0087985,3,4,4,0,3,4,4,4,3,0,0,0,0,0,0,4,2,0
tt0087015,3,4,4,0,3,4,4,4,3,0,0,0,0,0,0,4,1,0
tt0086987,3,4,4,0,3,4,4,4,3,0,0,0,0,0,0,4,1,1
tt0088103,3,4,4,0,3,4,4,4,3,0,0,0,0,0,0,4,1,2
tt0087910,3,4,4,0,3,4,4,4,3,0,0,0,0,0,0,4,1,2
tt0087054,3,4,4,0,3,4,4,4,3,0,0,0,0,0,0,4,1,0
tt0087928,3,4,4,0,4,4,4,4,4,0,0,0,0,0,0,4,2,0
tt0088011,3,4,4,0,4,4,4,4,4,0,0,0,0,0,0,4,2,1
tt0088258,3,4,4,0,4,4,4,4,4,0,0,0,0,0,0,4,1,0
tt0087050,3,4,4,0,4,4,4,4,4,0,0,0,0,0,0,4,1,0
tt0088161,3,4,4,0,4,4,4,4,4,0,0,0,0,0,0,4,2,1
tt0086859,3,4,4,0,4,4,4,4,4,0,0,0,0,0,0,4,2,1
tt0087995,3,4,4,0,4,4,4,4,4,0,0,0,0,0,0,4,0,0
tt0087365,3,4,4,0,4,4,4,4,4,0,0,0,0,0,0,4,2,2
tt0087451,3,4,4,0,4,4,4,4,4,0,0,0,0,0,0,4,1,1
tt0087428,3,4,4,0,4,4,4,4,4,0,0,0,0,0,0,4,1,1
tt0087968,3,4,4,0,4,4,4,4,4,0,0,0,0,0,0,4,1,1
tt0087722,3,4,4,0,4,4,4,4,4,0,0,0,0,0,0,4,0,1
tt0086232,3,4,4,0,4,4,4,4,4,0,0,0,0,0,0,4,0,2
tt0087277,3,4,4,0,4,4,4,4,4,0,0,0,0,0,0,4,2,1
tt0088326,3,4,4,0,4,4,4,4,4,0,0,0,0,0,0,4,2,1
tt0086197,3,4,4,0,4,4,4,4,4,0,0,0,0,0,0,4,2,2
tt0086896,4,4,4,0,4,4,4,4,4,0,0,0,0,0,0,4,2,0
tt0087003,4,4,4,0,4,4,4,4,4,0,0,0,0,0,0,4,1,1
tt0086312,4,4,4,0,4,4,4,4,4,0,0,0,0,0,0,4,2,1
tt0086619,4,4,4,0,4,4,4,4,4,0,0,0,0,0,0,4,2,1
tt0087981,3,4,4,0,3,4,4,3,4,0,0,0,0,0,0,4,0,1
tt0087800,3,4,4,0,3,4,4,3,4,0,0,0,0,0,0,4,2,0
tt0088206,3,4,4,0,3,4,4,3,4,0,0,0,0,0,0,4,1,2
tt0087799,3,4,4,0,3,4,4,3,4,0,0,0,0,0,0,4,1,0
tt0088117,3,4,4,0,3,4,4,3,4,0,0,0,0,0,0,4,1,0
tt0087233,3,4,4,0,3,4,4,3,4,0,0,0,0,0,0,4,1,1
tt0087727,3,4,4,0,3,4,4,3,4,0,0,0,0,0,0,4,2,0
tt0088146,3,4,4,0,3,4,4,3,4,0,0,0,0,0,0,4,2,1
tt0087004,3,4,4,0,3,4,4,3,4,0,0,0,0,0,0,4,1,0
tt0088247,3,4,4,0,3,4,4,3,4,0,0,0,0,0,0,4,2,1
tt0086984,3,4,4,0,3,4,4,3,4,0,0,0,0,0,0,4,1,1
tt0087980,3,4,4,0,3,4,4,3,4,0,0,0,0,0,0,4,1,1
tt0088242,3,4,4,0,3,4,4,3,4,0,0,0,0,0,0,4,2,1
tt0088256,3,4,4,0,3,4,4,3,4,0,0,0,0,0,0,4,1,1
tt0087337,3,4,4,0,3,4,4,3,4,0,0,0,0,0,0,4,0,1
tt0080801,3,4,4,0,3,4,4,3,4,0,0,0,0,0,0,4,2,0
tt0087182,3,4,4,0,3,4,4,3,4,0,0,0,0,0,0,4,2,2
tt0086960,3,4,4,0,3,4,4,3,4,0,0,0,0,0,0,4,2,1
tt0086837,3,4,4,0,3,4,4,3,4,0,0,0,0,0,0,4,2,2
tt0088172,3,4,4,0,3,4,4,3,4,0,0,0,0,0,0,4,2,2
tt0087089,3,4,4,0,3,4,4,3,4,0,0,0,0,0,0,4,2,2
tt0087507,3,4,4,0,3,4,4,3,4,0,0,0,0,0,0,4,2,1
tt0086969,3,4,4,0,3,4,4,3,4,0,0,0,0,0,0,4,0,1
tt0087062,3,4,4,0,3,4,4,3,4,0,0,0,0,0,0,4,2,2
tt0087718,3,4,4,0,3,4,4,3,4,0,0,0,0,0,0,4,2,1
tt0087544,2,4,4,0,4,4,2,4,1,0,0,0,0,0,0,4,0,0
tt0091707,2,4,4,0,4,4,2,4,1,0,0,0,0,0,0,4,0,0
tt0093748,2,4,4,0,4,4,2,4,1,0,0,0,0,0,0,4,2,2
tt0093894,2,4,4,0,4,4,2,4,1,0,0,0,0,0,0,4,2,2
tt0094137,2,4,4,0,4,4,2,4,1,0,0,0,0,0,0,4,2,1
tt0093186,2,4,4,0,4,4,2,4,1,0,0,0,0,0,0,4,1,1
tt0092857,2,4,4,0,4,4,2,4,1,0,0,0,0,0,0,4,1,0
tt0094118,2,4,4,0,4,4,2,4,1,0,0,0,0,0,0,4,1,0
tt0092804,2,4,4,0,4,4,2,4,1,0,0,0,0,0,0,4,1,2
tt0093467,2,4,4,0,4,4,2,4,1,0,0,0,0,0,0,4,1,1
tt0092834,2,4,4,0,4,4,2,4,1,0,0,0,0,0,0,4,1,1
tt0092618,2,4,4,0,4,4,2,4,1,0,0,0,0,0,0,4,1,0
tt0093779,2,4,4,0,4,4,2,4,1,0,0,0,0,0,0,4,2,1
tt0093777,2,4,4,0,4,4,2,4,1,0,0,0,0,0,0,4,1,0
tt0094138,2,4,4,0,4,4,2,4,1,0,0,0,0,0,0,4,1,1
tt0094008,2,4,4,0,4,4,2,4,1,0,0,0,0,0,0,4,1,2
tt0093966,2,4,4,0,4,4,2,4,1,0,0,0,0,0,0,4,1,1
tt0093638,2,4,4,0,4,4,2,4,1,0,0,0,0,0,0,4,1,1
tt0093418,2,4,4,0,4,4,2,4,1,0,0,0,0,0,0,4,2,1
tt0094078,2,4,4,0,4,4,2,4,1,0,0,0,0,0,0,4,1,1
tt0094304,2,4,4,0,4,4,2,4,1,0,0,0,0,0,0,4,1,1
tt0092965,2,4,4,0,4,4,2,4,1,0,0,0,0,0,0,4,2,2
tt0094291,2,4,4,0,4,4,2,4,1,0,0,0,0,0,0,4,2,1
tt0092699,2,4,4,0,4,4,2,4,1,0,0,0,0,0,0,4,2,2
tt0094142,2,4,4,0,4,4,2,4,1,0,0,0,0,0,0,4,2,1
tt0095904,2,4,4,0,4,4,2,4,1,0,0,0,0,0,0,4,0,0
tt0094888,2,4,4,0,4,4,2,4,1,0,0,0,0,0,0,4,0,0
tt0093405,2,4,4,0,4,4,2,4,1,0,0,0,0,0,0,4,1,2
tt0093660,2,4,4,0,4,4,2,4,1,0,0,0,0,0,0,4,2,2
tt0093940,2,4,4,0,4,4,2,4,1,0,0,0,0,0,0,4,0,1
tt0094152,2,4,4,0,4,4,2,4,1,0,0,0,0,0,0,4,0,1
tt0093743,2,4,4,0,4,4,2,4,1,0,0,0,0,0,0,4,1,1
tt0091763,3,1,1,0,2,2,3,3,1,0,0,0,0,0,0,4,2,1
tt0091217,3,1,1,0,2,2,3,3,1,0,0,0,0,0,0,4,2,1
tt0093629,3,1,1,0,2,2,3,3,1,0,0,0,0,0,0,4,2,0
tt0093493,3,1,1,0,2,2,3,3,1,0,0,0,0,0,0,4,2,1
tt0093692,3,1,1,0,2,2,3,3,1,0,0,0,0,0,0,4,1,2
tt0090738,3,1,1,0,2,2,3,3,1,0,0,0,0,0,0,4,2,1
tt0092534,3,0,0,0,2,2,3,3,1,0,0,0,0,0,0,4,1,1
tt0090886,3,0,0,0,2,2,3,3,1,0,0,0,0,0,0,4,2,2
tt0093818,3,0,0,0,2,2,3,3,1,0,0,0,0,0,0,4,1,1
tt0092585,3,0,0,0,2,2,3,3,1,0,0,0,0,0,0,4,1,0
tt0092798,3,0,0,0,2,2,3,3,1,0,0,0,0,0,0,4,2,1
tt0093164,3,3,3,0,2,2,3,3,1,0,0,0,0,0,0,4,1,2
tt0090327,3,3,3,0,2,2,3,3,1,0,0,0,0,0,0,4,1,0
tt0092563,3,3,3,0,2,2,3,3,1,0,0,0,0,0,0,4,2,2
tt0093409,3,3,3,0,2,2,3,3,1,0,0,0,0,0,0,4,2,1
tt0092991,3,3,3,0,2,2,3,3,1,0,0,0,0,0,0,4,1,0
tt0092666,3,3,3,0,2,2,3,3,1,0,0,0,0,0,0,4,2,2
tt0093200,3,3,3,0,2,2,3,3,1,0,0,0,0,0,0,4,1,0
tt0092615,3,3,3,0,2,2,3,3,1,0,0,0,0,0,0,4,0,0
tt0094056,3,3,3,0,2,2,3,3,1,0,0,0,0,0,0,4,0,0
tt0094155,3,3,3,0,2,2,3,3,1,0,0,0,0,0,0,4,2,1
tt0091860,2,4,4,0,4,3,4,4,4,0,0,0,0,0,0,4,1,0
tt0092644,2,4,4,0,4,3,4,4,4,0,0,0,0,0,0,4,2,2
tt0092796,2,4,4,0,4,3,4,4,4,0,0,0,0,0,0,4,1,0
tt0093075,2,4,4,0,4,3,4,4,4,0,0,0,0,0,0,4,1,0
tt0092974,2,4,4,0,4,3,4,4,4,0,0,0,0,0,0,4,2,0
tt0093278,2,4,4,0,4,3,4,4,4,0,0,0,0,0,0,4,1,2
tt0093483,2,4,4,0,4,3,4,4,4,0,0,0,0,0,0,4,1,1
tt0092548,2,4,4,0,4,3,4,4,4,0,0,0,0,0,0,4,1,0
tt0093773,2,4,4,0,4,3,4,4,4,0,0,0,0,0,0,4,2,1
tt0094012,2,4,4,0,4,3,4,4,4,0,0,0,0,0,0,4,2,2
tt0094226,2,4,4,0,4,3,4,4,4,0,0,0,0,0,0,4,2,2
tt0093148,2,4,4,0,4,3,4,4,4,0,0,0,0,0,0,4,2,1
tt0094332,2,4,4,0,4,3,4,4,4,0,0,0,0,0,0,4,2,2
tt0092925,2,4,4,0,4,3,4,4,4,0,0,0,0,0,0,4,2,2
tt0093886,2,4,4,0,4,3,4,4,4,0,0,0,0,0,0,4,2,1
tt0092632,2,4,4,0,4,3,4,4,4,0,0,0,0,0,0,4,2,1
tt0094048,2,4,4,0,4,3,4,4,4,0,0,0,0,0,0,4,0,0
tt0093539,2,4,4,0,4,3,4,4,4,0,0,0,0,0,0,4,0,1
tt0093822,2,4,4,0,4,3,4,4,4,0,0,0,0,0,0,4,2,1
tt0093936,2,4,4,0,4,3,4,4,4,0,0,0,0,0,0,4,2,1
tt0092997,2,4,4,0,4,3,4,4,4,0,0,0,0,0,0,4,1,2
tt0093793,2,4,4,0,4,3,4,4,4,0,0,0,0,0,0,4,2,2
tt0093058,2,4,4,0,3,3,3,3,4,0,0,0,0,0,0,4,2,2
tt0092513,2,4,4,0,3,3,3,3,4,0,0,0,0,0,0,4,2,1
tt0093428,2,4,4,0,3,3,3,3,4,0,0,0,0,0,0,4,2,2
tt0093378,2,4,4,0,3,3,3,3,4,0,0,0,0,0,0,4,2,1
tt0093870,2,4,4,0,3,3,3,3,4,0,0,0,0,0,0,4,2,1
tt0093260,2,4,4,0,3,3,3,3,4,0,0,0,0,0,0,4,2,2
tt0093300,2,4,4,0,3,3,3,3,4,0,0,0,0,0,0,4,2,2
tt0094074,2,4,4,0,3,3,3,3,4,0,0,0,0,0,0,4,1,2
tt0093476,2,4,4,0,3,3,3,3,4,0,0,0,0,0,0,4,1,0
tt0094021,2,4,4,0,3,3,3,3,4,0,0,0,0,0,0,4,1,2
tt0086203,2,4,4,0,3,3,3,3,4,0,0,0,0,0,0,4,0,1
tt0092890,2,4,4,0,3,3,3,3,4,0,0,0,0,0,0,4,2,1
tt0093044,2,4,4,0,3,3,3,3,4,0,0,0,0,0,0,4,1,1
tt0093596,2,4,4,0,3,3,3,3,4,0,0,0,0,0,0,4,1,1
tt0093507,2,4,4,0,3,3,3,3,4,0,0,0,0,0,0,4,2,2
tt0093560,2,4,4,0,3,3,3,3,4,0,0,0,0,0,0,4,1,1
tt0093640,2,4,4,0,3,3,3,3,4,0,0,0,0,0,0,4,2,1
tt0094321,2,4,4,0,3,3,3,3,4,0,0,0,0,0,0,4,1,2
tt0093072,2,4,4,0,3,3,3,3,4,0,0,0,0,0,0,4,0,0
tt0094813,2,4,4,0,3,3,3,3,4,0,0,0,0,0,0,4,0,0
tt0093177,2,4,4,0,3,3,3,3,4,0,0,0,0,0,0,4,1,0
tt0093771,2,4,4,0,3,3,3,3,4,0,0,0,0,0,0,4,0,1
tt0091671,2,4,4,0,3,3,3,3,4,0,0,0,0,0,0,4,0,0
tt0094169,2,4,4,0,3,3,3,3,4,0,0,0,0,0,0,4,0,0
tt0093010,2,4,4,0,3,3,3,3,4,0,0,0,0,0,0,4,2,1
tt0093512,2,4,4,0,3,3,3,3,4,0,0,0,0,0,0,4,1,0
tt0093737,2,4,4,0,3,3,3,3,4,0,0,0,0,0,0,4,1,1
tt0093683,2,4,4,0,3,3,3,3,4,0,0,0,0,0,0,4,0,1
tt0086979,3,3,3,0,3,4,4,4,4,0,0,0,0,0,0,3,1,0
tt0088007,3,3,3,0,3,4,4,4,4,0,0,0,0,0,0,3,1,2
tt0087803,3,4,4,0,3,4,4,4,4,0,0,0,0,0,0,3,1,0
tt0089523,3,4,4,0,3,4,4,4,4,0,0,0,0,0,0,3,0,0
tt0089560,3,4,4,0,3,4,4,4,4,0,0,0,0,0,0,3,2,1
tt0089173,3,4,4,0,3,4,4,4,4,0,0,0,0,0,0,3,2,0
tt0089461,3,4,4,0,3,4,4,4,4,0,0,0,0,0,0,3,2,1
tt0090103,3,4,4,0,3,4,4,4,4,0,0,0,0,0,0,3,2,0
tt0089822,3,4,4,0,3,4,4,4,4,0,0,0,0,0,0,3,2,1
tt0089826,3,4,4,0,3,4,4,4,4,0,0,0,0,0,0,3,2,1
tt0087130,3,4,4,0,3,4,4,4,4,0,0,0,0,0,0,3,0,0
tt0089604,3,4,4,0,3,4,4,4,4,0,0,0,0,0,0,3,1,0
tt0088885,3,4,4,0,3,4,4,4,4,0,0,0,0,0,0,3,2,0
tt0089984,3,4,4,0,3,4,4,4,4,0,0,0,0,0,0,3,1,0
tt0086876,3,4,4,0,3,4,4,4,4,0,0,0,0,0,0,3,0,0
tt0087553,3,3,3,0,3,4,4,4,4,0,0,0,0,0,0,3,2,1
tt0087892,3,3,3,0,3,4,4,4,4,0,0,0,0,0,0,3,2,1
tt0087751,3,3,3,0,3,4,4,4,4,0,0,0,0,0,0,3,1,1
tt0086942,3,3,3,0,3,4,4,4,4,0,0,0,0,0,0,3,0,0
tt0088847,3,3,3,0,3,4,4,4,4,0,0,0,0,0,0,3,2,0
tt0090329,3,3,3,0,3,4,4,4,4,0,0,0,0,0,0,3,2,1
tt0089346,3,3,3,0,3,4,4,4,4,0,0,0,0,0,0,3,1,1
tt0087231,3,3,3,0,3,4,4,4,4,0,0,0,0,0,0,3,2,1
tt0089572,3,3,3,0,3,4,4,4,4,0,0,0,0,0,0,3,1,1
tt0087075,3,4,4,0,3,3,4,3,4,0,0,0,0,0,0,3,1,0
tt0089457,3,4,4,0,3,3,4,3,4,0,0,0,0,0,0,3,2,2
tt0089017,3,4,4,0,3,3,4,3,4,0,0,0,0,0,0,3,2,0
tt0088889,3,4,4,0,3,3,4,3,4,0,0,0,0,0,0,3,1,1
tt0089853,3,4,4,0,3,3,4,3,4,0,0,0,0,0,0,3,1,1
tt0090073,3,4,4,0,3,3,4,3,4,0,0,0,0,0,0,3,1,2
tt0089218,3,4,4,0,3,3,4,3,4,0,0,0,0,0,0,3,2,2
tt0089908,3,4,4,0,3,3,4,3,4,0,0,0,0,0,0,3,1,2
tt0089798,3,4,4,0,3,3,4,3,4,0,0,0,0,0,0,3,1,2
tt0090060,3,4,4,0,3,3,4,3,4,0,0,0,0,0,0,3,2,1
tt0089489,3,4,4,0,3,3,4,3,4,0,0,0,0,0,0,3,1,2
tt0088933,3,4,4,0,3,3,4,3,4,0,0,0,0,0,0,3,2,2
tt0089881,3,4,4,0,3,3,4,3,4,0,0,0,0,0,0,3,1,1
tt0089767,3,4,4,0,3,3,4,3,4,0,0,0,0,0,0,3,2,1
tt0090264,3,4,4,0,3,3,4,3,4,0,0,0,0,0,0,3,2,2
tt0089880,3,4,4,0,3,3,4,3,4,0,0,0,0,0,0,3,2,2
tt0089155,3,4,4,0,3,3,4,3,4,0,0,0,0,0,0,3,2,1
tt0088850,3,4,4,0,3,3,4,3,4,0,0,0,0,0,0,3,2,2
tt0088936,3,4,4,0,3,3,4,3,4,0,0,0,0,0,0,3,2,1
tt0089883,3,4,4,0,3,3,4,3,4,0,0,0,0,0,0,3,1,0
tt0088763,3,3,3,0,4,4,4,4,4,0,0,0,0,0,0,3,2,2
tt0088814,3,3,3,0,4,4,4,4,4,0,0,0,0,0,0,3,2,2
tt0089893,3,3,3,0,4,4,4,4,4,0,0,0,0,0,0,3,1,2
tt0090022,3,3,3,0,4,4,4,4,4,0,0,0,0,0,0,3,2,2
tt0089114,3,3,3,0,4,4,4,4,4,0,0,0,0,0,0,3,1,2
tt0089670,3,3,3,0,4,4,4,4,4,0,0,0,0,0,0,3,2,2
tt0089543,3,3,3,0,4,4,4,4,4,0,0,0,0,0,0,3,1,1
tt0089530,3,3,3,0,4,4,4,4,4,0,0,0,0,0,0,3,2,1
tt0088993,3,3,3,0,4,4,4,4,4,0,0,0,0,0,0,3,1,0
tt0090305,3,3,3,0,4,4,4,4,4,0,0,0,0,0,0,3,2,1
tt0089175,3,3,3,0,4,4,4,4,4,0,0,0,0,0,0,3,2,1
tt0089886,3,3,3,0,4,4,4,4,4,0,0,0,0,0,0,3,1,1
tt0089791,3,3,3,0,4,4,4,4,4,0,0,0,0,0,0,3,2,1
tt0088708,3,3,3,0,4,4,4,4,4,0,0,0,0,0,0,3,1,0
tt0090350,3,3,3,0,4,4,4,4,4,0,0,0,0,0,0,3,2,2
tt0087344,3,3,3,0,4,4,4,4,4,0,0,0,0,0,0,3,1,0
tt0088851,3,3,3,0,4,4,4,4,4,0,0,0,0,0,0,3,1,1
tt0089907,3,3,3,0,4,4,4,4,4,0,0,0,0,0,0,3,1,0
tt0089847,3,3,3,0,4,4,4,4,4,0,0,0,0,0,0,3,0,0
tt0089816,3,3,3,0,4,4,4,4,4,0,0,0,0,0,0,3,1,1
tt0088683,3,3,3,0,4,4,4,4,4,0,0,0,0,0,0,3,2,1
tt0089348,3,3,3,0,4,4,4,4,4,0,0,0,0,0,0,3,2,1
tt0089603,3,3,3,0,4,4,4,4,4,0,0,0,0,0,0,3,0,0
tt0089383,3,3,3,0,4,4,4,4,4,0,0,0,0,0,0,3,0,1
tt0088930,3,4,4,0,2,4,4,2,1,0,0,0,0,0,0,3,1,1
tt0089755,3,4,4,0,2,4,4,2,1,0,0,0,0,0,0,3,2,2
tt0089092,3,4,4,0,2,4,4,2,1,0,0,0,0,0,0,3,1,2
tt0090056,3,4,4,0,2,4,4,2,1,0,0,0,0,0,0,3,2,2
tt0090357,3,4,4,0,2,4,4,2,1,0,0,0,0,0,0,3,2,2
tt0089370,3,4,4,0,2,4,4,2,1,0,0,0,0,0,0,3,2,2
tt0088915,3,4,4,0,2,4,4,2,1,0,0,0,0,0,0,3,1,2
tt0089913,3,4,4,0,2,4,4,2,1,0,0,0,0,0,0,3,0,2
tt0088846,3,4,4,0,2,4,4,2,1,0,0,0,0,0,0,3,1,1
tt0089927,3,3,3,0,2,4,4,2,1,0,0,0,0,0,0,3,2,2
tt0090196,3,3,3,0,2,4,4,2,1,0,0,0,0,0,0,3,1,0
tt0090180,3,3,3,0,2,4,4,2,1,0,0,0,0,0,0,3,2,1
tt0089686,3,3,3,0,2,4,4,2,1,0,0,0,0,0,0,3,2,0
tt0089961,3,3,3,0,2,4,4,2,1,0,0,0,0,0,0,3,2,2
tt0089730,3,3,3,0,2,4,4,2,1,0,0,0,0,0,0,3,1,0
tt0089421,3,3,3,0,2,4,4,2,1,0,0,0,0,0,0,3,1,1
tt0089003,3,3,3,0,2,4,4,2,1,0,0,0,0,0,0,3,1,1
tt0090037,3,3,3,0,2,4,4,2,1,0,0,0,0,0,0,3,0,0
tt0090130,3,3,3,0,2,4,4,2,1,0,0,0,0,0,0,3,1,1
tt0090095,3,3,3,0,2,4,4,2,1,0,0,0,0,0,0,3,0,2
tt0090065,3,3,3,0,2,4,4,2,1,0,0,0,0,0,0,3,1,1
tt0088944,3,3,3,0,2,4,4,2,1,0,0,0,0,0,0,3,2,1
tt0088680,3,3,3,0,2,4,4,2,1,0,0,0,0,0,0,3,1,0
tt0090021,3,3,3,0,2,4,4,2,1,0,0,0,0,0,0,3,1,1
tt0089869,3,3,3,0,2,4,4,2,1,0,0,0,0,0,0,3,1,0
tt0089360,3,3,3,0,2,4,4,2,1,0,0,0,0,0,0,3,2,1
tt0089052,3,3,3,0,2,4,4,2,1,0,0,0,0,0,0,3,0,0
tt0089444,3,3,3,0,2,4,4,2,1,0,0,0,0,0,0,3,1,0
tt0089885,3,3,3,0,2,4,4,2,1,0,0,0,0,0,0,3,1,0
tt0092005,3,0,0,0,1,2,4,1,2,0,0,0,0,0,0,3,2,1
tt0092007,3,0,0,0,1,2,4,1,2,0,0,0,0,0,0,3,2,2
tt0092240,3,0,0,0,1,2,4,1,2,0,0,0,0,0,0,3,1,0
tt0091557,3,0,0,0,1,2,4,1,2,0,0,0,0,0,0,3,1,2
tt0091981,3,0,0,0,1,2,4,1,2,0,0,0,0,0,0,3,0,2
tt0091055,3,0,0,0,1,2,4,1,2,0,0,0,0,0,0,3,1,1
tt0092042,3,0,0,0,1,2,4,1,2,0,0,0,0,0,0,3,1,2
tt0091954,3,0,0,0,1,2,4,1,2,0,0,0,0,0,0,3,1,0
tt0090985,3,0,0,0,1,2,4,1,2,0,0,0,0,0,0,3,1,0
tt0090756,3,0,0,0,1,2,4,1,2,0,0,0,0,0,0,3,1,1
tt0090863,3,0,0,0,1,2,4,1,2,0,0,0,0,0,0,3,2,1
tt0091738,3,0,0,0,1,2,4,1,2,0,0,0,0,0,0,3,2,2
tt0091083,3,0,0,0,1,2,4,1,2,0,0,0,0,0,0,3,0,0
tt0090830,3,0,0,0,1,2,4,1,2,0,0,0,0,0,0,3,2,1
tt0092105,3,0,0,0,1,2,4,1,2,0,0,0,0,0,0,3,2,1
tt0091963,3,0,0,0,1,2,4,1,2,0,0,0,0,0,0,3,1,2
tt0091530,3,0,0,0,1,2,4,1,2,0,0,0,0,0,0,3,2,2
tt0090967,3,0,0,0,1,2,4,1,2,0,0,0,0,0,0,3,0,0
tt0091419,3,0,0,0,1,2,4,1,2,0,0,0,0,0,0,3,2,2
tt0091129,3,0,0,0,1,2,4,1,2,0,0,0,0,0,0,3,2,2
tt0092086,3,0,0,0,1,2,4,1,2,0,0,0,0,0,0,3,2,2
tt0091187,3,0,0,0,1,2,4,1,2,0,0,0,0,0,0,3,2,1
tt0091344,3,0,0,0,1,2,4,1,2,0,0,0,0,0,0,3,1,1
tt0090774,3,0,0,0,1,2,4,1,2,0,0,0,0,0,0,3,1,2
tt0091613,3,0,0,0,1,2,4,1,2,0,0,0,0,0,0,3,0,0
tt0091313,3,0,0,0,1,2,4,1,2,0,0,0,0,0,0,3,1,0
tt0090605,3,1,1,0,3,3,4,3,4,0,0,0,0,0,0,3,2,2
tt0090728,3,1,1,0,3,3,4,3,4,0,0,0,0,0,0,3,1,2
tt0091499,3,1,1,0,3,3,4,3,4,0,0,0,0,0,0,3,1,1
tt0091178,3,1,1,0,3,3,4,3,4,0,0,0,0,0,0,3,1,1
tt0090856,3,1,1,0,3,3,4,3,4,0,0,0,0,0,0,3,1,1
tt0091188,3,1,1,0,3,3,4,3,4,0,0,0,0,0,0,3,2,2
tt0092147,3,1,1,0,3,3,4,3,4,0,0,0,0,0,0,3,1,0
tt0091149,3,1,1,0,3,3,4,3,4,0,0,0,0,0,0,3,2,1
tt0090583,3,1,1,0,3,3,4,3,4,0,0,0,0,0,0,3,2,1
tt0091757,3,1,1,0,3,3,4,3,4,0,0,0,0,0,0,3,1,2
tt0091059,3,1,1,0,3,3,4,3,4,0,0,0,0,0,0,3,2,1
tt0091064,3,1,1,0,3,3,4,3,4,0,0,0,0,0,0,3,2,1
tt0091474,3,1,1,0,3,3,4,3,4,0,0,0,0,0,0,3,1,1
tt0091225,3,1,1,0,3,3,4,3,4,0,0,0,0,0,0,3,2,2
tt0092076,3,1,1,0,3,3,4,3,4,0,0,0,0,0,0,3,1,0
tt0091080,3,1,1,0,3,3,4,3,4,0,0,0,0,0,0,3,2,0
tt0091630,3,1,1,0,3,3,4,3,4,0,0,0,0,0,0,3,0,0
tt0092106,3,1,1,0,3,3,4,3,4,0,0,0,0,0,0,3,1,1
tt0090660,3,1,1,0,3,3,4,3,4,0,0,0,0,0,0,3,2,1
tt0091934,3,1,1,0,3,3,4,3,4,0,0,0,0,0,0,3,1,2
